target,discovered,wrong letters,number of hits,lives remaining,game won
divorce,"['d', 'i', '_', 'o', 'r', 'c', 'e']","['s', 'n', 'a', 'l', 't', 'p', 'u', 'b', 'f', 'w']",6,0,False
purposefully,"['p', 'u', 'r', 'p', 'o', 's', 'e', 'f', 'u', 'l', 'l', 'y']","['i', 't', 'n', 'a', 'c', 'g', 'h']",12,3,True
extrusions,"['e', '_', 't', 'r', 'u', 's', 'i', 'o', 'n', 's']","['a', 'l', 'c', 'd', 'p', 'g', 'm', 'h', 'f', 'b']",9,0,False
stoppages,"['s', 't', 'o', 'p', 'p', 'a', 'g', 'e', 's']","['i', 'r', 'l', 'n', 'c', 'h', 'd', 'u', 'k']",9,1,True
hypertension,"['h', '_', 'p', 'e', 'r', 't', 'e', 'n', 's', 'i', 'o', 'n']","['a', 'c', 'l', 'u', 'g', 'd', 'm', 'v', 'w', 'b']",11,0,False
nowhere,"['n', 'o', '_', '_', 'e', 'r', 'e']","['s', 'i', 'a', 'd', 't', 'l', 'c', 'u', 'p', 'f']",5,0,False
prearranging,"['p', 'r', 'e', 'a', 'r', 'r', 'a', 'n', 'g', 'i', 'n', 'g']","['s', 't', 'l', 'o', 'd', 'c']",12,4,True
savageness,"['s', 'a', 'v', 'a', '_', 'e', 'n', 'e', 's', 's']","['i', 'r', 'l', 't', 'd', 'o', 'c', 'u', 'w', 'h']",9,0,False
winnow,"['_', 'i', 'n', 'n', 'o', '_']","['e', 's', 'a', 'g', 'u', 't', 'l', 'r', 'c', 'b']",4,0,False
shortenings,"['s', 'h', 'o', 'r', 't', 'e', 'n', 'i', 'n', 'g', 's']","['a', 'c', 'l', 'd', 'p', 'u']",11,4,True
unlikelihood,"['u', 'n', 'l', 'i', 'k', 'e', 'l', 'i', 'h', 'o', 'o', 'd']","['s', 'a', 'r', 't', 'g', 'c', 'f']",12,3,True
hams,"['h', 'a', '_', 's']","['e', 'o', 'i', 'u', 'r', 'l', 't', 'n', 'p', 'y']",3,0,False
peanut,"['p', 'e', 'a', 'n', 'u', 't']","['s', 'r', 'd', 'i', 'l', 'o', 'c', 'm']",6,2,True
tarantula,"['t', 'a', 'r', 'a', 'n', 't', 'u', 'l', 'a']","['e', 'i', 'o', 's', 'c', 'y', 'h']",9,3,True
wolfhound,"['w', 'o', 'l', 'f', 'h', 'o', 'u', 'n', 'd']","['e', 'i', 'a', 's', 'r', 't', 'p', 'c', 'm']",9,1,True
wounder,"['_', 'o', 'u', 'n', 'd', 'e', 'r']","['s', 'i', 'a', 'l', 't', 'c', 'p', 'b', 'g', 'm']",6,0,False
anthem,"['a', 'n', 't', 'h', 'e', '_']","['s', 'r', 'd', 'i', 'l', 'o', 'u', 'c', 'g', 'p']",5,0,False
vociferous,"['v', 'o', 'c', 'i', 'f', 'e', 'r', 'o', 'u', 's']","['a', 'n', 't', 'l', 'p', 'd', 'h', 'b']",10,2,True
miller,"['_', 'i', 'l', 'l', 'e', 'r']","['s', 'a', 'o', 'd', 'n', 't', 'u', 'p', 'y', 'c']",5,0,False
brisket,"['_', 'r', 'i', 's', '_', 'e', 't']","['a', 'o', 'n', 'l', 'd', 'u', 'p', 'h', 'm', 'c']",5,0,False
detachments,"['d', 'e', 't', 'a', 'c', 'h', 'm', 'e', 'n', 't', 's']","['i', 'r', 'o', 'l', 'u', 'p']",11,4,True
tick,"['t', 'i', '_', 'k']","['e', 's', 'o', 'a', 'u', 'l', 'n', 'r', 'h', 'f']",3,0,False
shims,"['s', 'h', 'i', '_', 's']","['e', 'a', 'o', 'u', 'l', 't', 'n', 'r', 'y', 'k']",4,0,False
revellings,"['r', 'e', 'v', 'e', 'l', 'l', 'i', 'n', 'g', 's']","['a', 'o', 't', 'd', 'u', 'c', 'p', 'f', 'm']",10,1,True
unrecognised,"['u', 'n', 'r', 'e', 'c', 'o', 'g', 'n', 'i', 's', 'e', 'd']","['a', 't', 'l', 'p']",12,6,True
flukier,"['f', 'l', 'u', '_', 'i', 'e', 'r']","['s', 'n', 'a', 'd', 'o', 't', 'c', 'm', 'p', 'b']",6,0,False
courtesy,"['c', 'o', 'u', 'r', 't', 'e', 's', '_']","['i', 'a', 'd', 'l', 'n', 'p', 'h', 'm', 'b', 'f']",7,0,False
herbicides,"['h', 'e', 'r', 'b', 'i', 'c', 'i', 'd', 'e', 's']","['a', 'n', 'o', 't', 'l', 'p', 'u', 'm', 'v']",10,1,True
companions,"['c', 'o', 'm', 'p', 'a', 'n', 'i', 'o', 'n', 's']","['e', 't', 'l', 'r', 'g', 'u']",10,4,True
penicillin,"['_', 'e', 'n', 'i', 'c', 'i', 'l', 'l', 'i', 'n']","['s', 'a', 'r', 'o', 't', 'g', 'd', 'b', 'm', 'f']",9,0,False
timbers,"['t', 'i', 'm', '_', 'e', 'r', 's']","['a', 'o', 'n', 'l', 'd', 'u', 'p', 'h', 'c', 'f']",6,0,False
mentions,"['m', 'e', 'n', 't', 'i', 'o', 'n', 's']","['a', 'r', 'l', 'd', 'g', 'c']",8,4,True
pulverised,"['p', 'u', 'l', 'v', 'e', 'r', 'i', 's', 'e', 'd']","['a', 'n', 'o', 't', 'c']",10,5,True
impeachments,"['i', 'm', 'p', 'e', 'a', 'c', 'h', 'm', 'e', 'n', 't', 's']","['r', 'l', 'o', 'd', 'g', 'u']",12,4,True
inescapably,"['i', 'n', 'e', 's', 'c', 'a', 'p', 'a', 'b', 'l', 'y']","['r', 't', 'o', 'd', 'g', 'u', 'm', 'h']",11,2,True
bedecks,"['_', 'e', 'd', 'e', 'c', '_', 's']","['i', 'a', 'o', 'r', 'u', 't', 'l', 'n', 'h', 'p']",5,0,False
stammering,"['s', 't', 'a', 'm', 'm', 'e', 'r', 'i', 'n', 'g']","['o', 'l', 'd', 'c']",10,6,True
contrition,"['c', 'o', 'n', 't', 'r', 'i', 't', 'i', 'o', 'n']","['e', 'a', 's', 'g', 'l']",10,5,True
antisocial,"['a', 'n', 't', 'i', 's', 'o', 'c', 'i', 'a', 'l']","['e', 'r']",10,8,True
caparisoning,"['c', 'a', 'p', 'a', 'r', 'i', 's', 'o', 'n', 'i', 'n', 'g']","['e', 't', 'l']",12,7,True
puzzle,"['_', 'u', '_', '_', 'l', 'e']","['s', 'r', 'd', 'n', 'a', 'o', 'i', 't', 'b', 'y']",3,0,False
classifying,"['c', 'l', 'a', 's', 's', 'i', '_', 'y', 'i', 'n', 'g']","['e', 'o', 't', 'r', 'd', 'p', 'h', 'k', 'u', 'm']",10,0,False
ideologies,"['i', 'd', 'e', 'o', 'l', 'o', '_', 'i', 'e', 's']","['a', 'n', 'r', 't', 'h', 'm', 'u', 'v', 'f', 'b']",9,0,False
bleaker,"['b', 'l', 'e', 'a', '_', 'e', 'r']","['s', 'i', 'o', 'd', 't', 'u', 'c', 'g', 'y', 'n']",6,0,False
birdwatchers,"['b', 'i', 'r', 'd', 'w', 'a', 't', 'c', 'h', 'e', 'r', 's']","['n', 'l', 'o', 'p', 'u', 'm', 'f']",12,3,True
implicitly,"['i', 'm', 'p', 'l', 'i', 'c', 'i', 't', 'l', 'y']","['e', 'n', 's', 'a', 'o', 'u', 'h']",10,3,True
measlier,"['m', 'e', 'a', 's', 'l', 'i', 'e', 'r']","['n', 't', 'o', 'd', 'c', 'u', 'p', 'b']",8,2,True
additional,"['a', 'd', 'd', 'i', 't', 'i', 'o', 'n', 'a', 'l']","['e', 's', 'g', 'r', 'c', 'y', 'm', 'u', 'h']",10,1,True
abashed,"['a', '_', 'a', 's', 'h', 'e', 'd']","['i', 'r', 'l', 't', 'n', 'o', 'c', 'u', 'm', 'w']",6,0,False
predominance,"['p', 'r', 'e', 'd', 'o', 'm', 'i', 'n', 'a', 'n', 'c', 'e']","['s', 't', 'l', 'g', 'h']",12,5,True
endearment,"['e', 'n', 'd', 'e', 'a', 'r', 'm', 'e', 'n', 't']","['s', 'i', 'o', 'l', 'c', 'u']",10,4,True
exempt,"['e', '_', 'e', '_', 'p', 't']","['s', 'r', 'd', 'n', 'l', 'a', 'o', 'i', 'u', 'f']",4,0,False
abed,"['a', '_', 'e', 'd']","['s', 'o', 'l', 'r', 't', 'i', 'n', 'u', 'p', 'c']",3,0,False
squirreling,"['s', '_', 'u', 'i', 'r', 'r', 'e', 'l', 'i', 'n', 'g']","['a', 'o', 't', 'd', 'c', 'p', 'b', 'f', 'm', 'y']",10,0,False
castaways,"['c', 'a', 's', 't', 'a', 'w', 'a', 'y', 's']","['e', 'i', 'o', 'l', 'r', 'n', 'h', 'k', 'p']",9,1,True
obstructions,"['o', 'b', 's', 't', 'r', 'u', 'c', 't', 'i', 'o', 'n', 's']","['e', 'a', 'g', 'l', 'p', 'd']",12,4,True
heterosexuals,"['h', 'e', 't', 'e', 'r', 'o', 's', 'e', 'x', 'u', 'a', 'l', 's']","['i', 'n', 'p', 'b', 'm', 'y', 'c', 'w', 'f']",13,1,True
overlapped,"['o', 'v', 'e', 'r', 'l', 'a', 'p', 'p', 'e', 'd']","['s', 'i', 'n', 't', 'b', 'c', 'h', 'm', 'f']",10,1,True
lasts,"['l', 'a', 's', 't', 's']","['e', 'o', 'i', 'u', 'r', 'y']",5,4,True
corrugations,"['c', 'o', 'r', 'r', 'u', 'g', 'a', 't', 'i', 'o', 'n', 's']","['e', 'l', 'p']",12,7,True
mooring,"['_', 'o', 'o', 'r', 'i', 'n', 'g']","['e', 'a', 's', 'l', 'u', 't', 'c', 'p', 'd', 'b']",6,0,False
cures,"['c', 'u', 'r', 'e', 's']","['i', 'a', 'o', 'l', 't', 'd', 'p', 'n', 'y']",5,1,True
embellishing,"['e', 'm', '_', 'e', 'l', 'l', 'i', 's', 'h', 'i', 'n', '_']","['a', 'o', 'r', 't', 'd', 'u', 'f', 'p', 'k', 'c']",10,0,False
swiftly,"['s', '_', 'i', 'f', 't', 'l', 'y']","['e', 'a', 'o', 'n', 'u', 'h', 'c', 'd', 'r', 'p']",6,0,False
trumps,"['t', 'r', 'u', 'm', 'p', 's']","['e', 'a', 'i', 'o', 'y', 'c', 'n']",6,3,True
fledgeling,"['_', 'l', 'e', 'd', 'g', 'e', 'l', 'i', 'n', 'g']","['s', 'a', 'r', 'o', 't', 'c', 'u', 'b', 'w', 'v']",9,0,False
judiciousness,"['j', 'u', 'd', 'i', 'c', 'i', 'o', 'u', 's', 'n', 'e', 's', 's']","['a', 't', 'r', 'l', 'm', 'f', 'p', 'g', 'v']",13,1,True
storm,"['s', 't', 'o', 'r', '_']","['e', 'a', 'i', 'u', 'l', 'n', 'y', 'c', 'p', 'h']",4,0,False
conservator,"['c', 'o', 'n', 's', 'e', 'r', '_', 'a', 't', 'o', 'r']","['i', 'l', 'd', 'u', 'm', 'p', 'h', 'b', 'f', 'g']",10,0,False
contention,"['c', 'o', 'n', 't', 'e', 'n', 't', 'i', 'o', 'n']","['s', 'a', 'r', 'l']",10,6,True
wackiness,"['_', 'a', 'c', 'k', 'i', 'n', 'e', 's', 's']","['r', 't', 'l', 'o', 'd', 'g', 'm', 'h', 'p', 'u']",8,0,False
nodules,"['n', 'o', 'd', 'u', 'l', 'e', 's']","['i', 'a', 'r', 't']",7,6,True
generate,"['g', 'e', 'n', 'e', 'r', 'a', 't', 'e']","['s', 'i', 'o', 'd', 'l', 'c', 'm', 'b', 'p']",8,1,True
sissiest,"['s', 'i', 's', 's', 'i', 'e', 's', 't']","['a', 'r', 'n']",8,7,True
dizziest,"['d', 'i', '_', '_', 'i', 'e', 's', 't']","['a', 'r', 'n', 'l', 'o', 'u', 'c', 'm', 'p', 'h']",6,0,False
urethra,"['u', 'r', 'e', 't', '_', 'r', 'a']","['s', 'i', 'o', 'd', 'l', 'n', 'c', 'p', 'b', 'm']",6,0,False
vaulted,"['_', 'a', 'u', 'l', 't', 'e', 'd']","['s', 'i', 'r', 'o', 'n', 'c', 'b', 'p', 'f', 'g']",6,0,False
tusks,"['t', 'u', 's', '_', 's']","['e', 'a', 'o', 'i', 'l', 'y', 'r', 'n', 'c', 'm']",4,0,False
neologism,"['n', 'e', 'o', 'l', 'o', 'g', 'i', 's', 'm']","['a', 'r', 't', 'd', 'u', 'c', 'h']",9,3,True
kilotons,"['_', 'i', 'l', 'o', 't', 'o', 'n', 's']","['e', 'a', 'g', 'u', 'r', 'c', 'h', 'p', 'd', 'y']",7,0,False
misapprehends,"['m', 'i', 's', 'a', 'p', 'p', 'r', 'e', 'h', 'e', 'n', 'd', 's']","['t', 'o', 'c', 'l']",13,6,True
shunted,"['s', 'h', 'u', 'n', 't', 'e', 'd']","['i', 'a', 'o', 'r', 'l', 'c', 'p', 'b', 'm']",7,1,True
moldiness,"['m', 'o', 'l', 'd', 'i', 'n', 'e', 's', 's']","['a', 'r', 't', 'u', 'g', 'c']",9,4,True
whet,"['_', '_', 'e', 't']","['s', 'a', 'o', 'i', 'u', 'l', 'r', 'd', 'n', 'p']",2,0,False
runoff,"['r', 'u', 'n', 'o', '_', '_']","['e', 's', 'i', 'a', 'y', 't', 'c', 'l', 'm', 'b']",4,0,False
crumbliest,"['c', 'r', 'u', 'm', 'b', 'l', 'i', 'e', 's', 't']","['a', 'n', 'o', 'd', 'p', 'h']",10,4,True
importunes,"['i', 'm', 'p', 'o', 'r', 't', 'u', 'n', 'e', 's']","['a', 'l', 'c', 'd', 'g']",10,5,True
symbolic,"['s', '_', '_', '_', 'o', 'l', 'i', 'c']","['e', 'n', 'a', 't', 'r', 'u', 'h', 'p', 'k', 'd']",5,0,False
indissoluble,"['i', 'n', 'd', 'i', 's', 's', 'o', 'l', 'u', 'b', 'l', 'e']","['a', 'r', 't', 'c', 'g', 'h']",12,4,True
recognises,"['r', 'e', 'c', 'o', 'g', 'n', 'i', 's', 'e', 's']","['a', 't', 'l', 'd', 'p']",10,5,True
twiddled,"['t', '_', 'i', 'd', 'd', 'l', 'e', 'd']","['s', 'n', 'r', 'a', 'o', 'c', 'b', 'f', 'm', 'p']",7,0,False
doggie,"['d', 'o', 'g', 'g', 'i', 'e']","['s', 'r', 'n', 'l', 't', 'a', 'p', 'b', 'c']",6,1,True
typesetting,"['t', '_', '_', 'e', 's', 'e', 't', 't', 'i', 'n', 'g']","['a', 'o', 'r', 'l', 'd', 'c', 'h', 'v', 'u', 'm']",9,0,False
flutes,"['_', 'l', 'u', 't', 'e', 's']","['i', 'a', 'o', 'r', 'd', 'n', 'p', 'm', 'c', 'b']",5,0,False
illustrating,"['i', 'l', 'l', 'u', 's', 't', 'r', 'a', 't', 'i', 'n', 'g']","['e', 'o', 'c']",12,7,True
fortunes,"['f', 'o', 'r', 't', 'u', 'n', 'e', 's']","['i', 'a', 'd', 'l', 'c', 'p', 'h', 'm']",8,2,True
bridling,"['b', 'r', 'i', 'd', 'l', 'i', 'n', 'g']","['e', 'a', 'o', 's', 'u', 't', 'c', 'p']",8,2,True
yummier,"['_', 'u', '_', '_', 'i', 'e', 'r']","['s', 'n', 'a', 'd', 'o', 't', 'l', 'p', 'c', 'f']",4,0,False
forebodings,"['f', 'o', 'r', 'e', 'b', 'o', 'd', 'i', 'n', 'g', 's']","['a', 't', 'l', 'c', 'u', 'p', 'm', 'v', 'h']",11,1,True
mites,"['_', 'i', 't', 'e', 's']","['a', 'o', 'r', 'l', 'n', 'u', 'd', 'h', 'p', 'f']",4,0,False
mauled,"['m', 'a', 'u', 'l', 'e', 'd']","['s', 'r', 'n', 'o', 'i', 't']",6,4,True
dine,"['d', 'i', 'n', 'e']","['s', 'a', 'o', 'l', 'r', 't']",4,4,True
raglan,"['r', 'a', '_', 'l', 'a', 'n']","['e', 's', 'i', 'o', 'u', 'y', 't', 'c', 'm', 'p']",5,0,False
monologues,"['m', 'o', 'n', 'o', 'l', 'o', '_', 'u', 'e', 's']","['i', 'r', 'a', 't', 'd', 'c', 'h', 'f', 'y', 'b']",9,0,False
luxuriate,"['l', 'u', '_', 'u', 'r', 'i', 'a', 't', 'e']","['s', 'n', 'd', 'o', 'c', 'b', 'p', 'h', 'y', 'g']",8,0,False
sheerer,"['s', '_', 'e', 'e', 'r', 'e', 'r']","['i', 'a', 'o', 'u', 't', 'd', 'l', 'n', 'p', 'c']",6,0,False
capitalises,"['c', 'a', 'p', 'i', 't', 'a', 'l', 'i', 's', 'e', 's']","['r', 'n', 'o', 'd', 'h', 'u', 'm', 'b']",11,2,True
personalises,"['p', 'e', 'r', 's', 'o', 'n', 'a', 'l', 'i', 's', 'e', 's']","['t', 'c', 'g', 'd']",12,6,True
lavish,"['l', 'a', '_', 'i', 's', '_']","['e', 'o', 'n', 'r', 't', 'c', 'm', 'y', 'u', 'p']",4,0,False
lyricist,"['l', 'y', 'r', 'i', 'c', 'i', 's', 't']","['e', 'n', 'a', 'o', 'u', 'h', 'm']",8,3,True
thumb,"['t', 'h', 'u', 'm', '_']","['e', 's', 'a', 'o', 'i', 'y', 'c', 'r', 'l', 'k']",4,0,False
hysteresis,"['h', '_', 's', 't', 'e', 'r', 'e', 's', 'i', 's']","['a', 'n', 'o', 'l', 'c', 'u', 'p', 'd', 'm', 'g']",9,0,False
eroding,"['e', 'r', 'o', 'd', 'i', 'n', 'g']","['s', 'a', 'l', 't']",7,6,True
rumpus,"['r', 'u', 'm', '_', 'u', 's']","['e', 'a', 'i', 'o', 'y', 't', 'c', 'l', 'n', 'b']",5,0,False
commando,"['c', 'o', 'm', 'm', 'a', 'n', 'd', 'o']","['e', 'i', 's', 'r', 'l', 't']",8,4,True
anklet,"['a', 'n', '_', 'l', 'e', 't']","['s', 'r', 'd', 'i', 'o', 'u', 'c', 'm', 'g', 'b']",5,0,False
glaring,"['g', 'l', 'a', 'r', 'i', 'n', 'g']","['e', 's', 'o']",7,7,True
racquetballs,"['r', 'a', 'c', '_', 'u', 'e', 't', 'b', 'a', 'l', 'l', 's']","['i', 'o', 'n', 'd', 'p', 'h', 'f', 'k', 'y', 'm']",11,0,False
firths,"['f', 'i', 'r', 't', 'h', 's']","['e', 'a', 'o', 'u', 'n', 'l', 'c']",6,3,True
creative,"['c', 'r', 'e', 'a', 't', 'i', '_', 'e']","['s', 'n', 'l', 'd', 'o', 'h', 'b', 'p', 'm', 'f']",7,0,False
contraceptive,"['c', 'o', 'n', 't', 'r', 'a', 'c', 'e', 'p', 't', 'i', 'v', 'e']","['s', 'l', 'g', 'd', 'm', 'u', 'f']",13,3,True
carbine,"['c', 'a', 'r', '_', 'i', 'n', 'e']","['s', 'l', 't', 'd', 'g', 'o', 'u', 'p', 'm', 'f']",6,0,False
infinitesimally,"['i', 'n', 'f', 'i', 'n', 'i', 't', 'e', 's', 'i', 'm', 'a', 'l', 'l', 'y']","['r', 'o', 'c', 'd', 'b']",15,5,True
festival,"['_', 'e', 's', 't', 'i', '_', 'a', 'l']","['r', 'n', 'o', 'd', 'c', 'u', 'p', 'h', 'm', 'b']",6,0,False
resistors,"['r', 'e', 's', 'i', 's', 't', 'o', 'r', 's']","['a', 'n']",9,8,True
damn,"['_', 'a', '_', 'n']","['e', 's', 'o', 'i', 'u', 'r', 'l', 't', 'y', 'k']",2,0,False
yahoos,"['_', 'a', 'h', 'o', 'o', 's']","['e', 'i', 'r', 'l', 't', 'n', 'c', 'm', 'p', 'b']",5,0,False
websites,"['_', 'e', '_', 's', 'i', 't', 'e', 's']","['a', 'r', 'n', 'l', 'o', 'd', 'u', 'h', 'p', 'm']",6,0,False
crosswords,"['c', 'r', 'o', 's', 's', 'w', 'o', 'r', 'd', 's']","['e', 'i', 'a', 'u', 'h', 't', 'k', 'p']",10,2,True
untidiest,"['u', 'n', 't', 'i', 'd', 'i', 'e', 's', 't']","['a', 'r', 'o', 'l', 'g', 'c']",9,4,True
tumbrel,"['t', 'u', 'm', 'b', 'r', 'e', 'l']","['s', 'i', 'a', 'o', 'd', 'c', 'n', 'p', 'f']",7,1,True
intoxicated,"['i', 'n', 't', 'o', '_', 'i', 'c', 'a', 't', 'e', 'd']","['s', 'r', 'l', 'g', 'm', 'u', 'f', 'p', 'v', 'h']",10,0,False
misplacing,"['m', 'i', 's', '_', 'l', 'a', 'c', 'i', 'n', 'g']","['e', 'o', 't', 'r', 'u', 'y', 'k', 'h', 'd', 'v']",9,0,False
fantasying,"['f', 'a', 'n', 't', 'a', 's', 'y', 'i', 'n', 'g']","['e', 'o', 'l', 'r', 'c', 'm', 'd', 'h', 'u']",10,1,True
repetitious,"['r', 'e', 'p', 'e', 't', 'i', 't', 'i', 'o', 'u', 's']","['a', 'n', 'l', 'c', 'd', 'h']",11,4,True
thermostat,"['t', 'h', 'e', 'r', 'm', 'o', 's', 't', 'a', 't']","['i', 'n', 'l', 'c', 'p', 'd', 'u']",10,3,True
vichyssoise,"['v', 'i', 'c', 'h', 'y', 's', 's', 'o', 'i', 's', 'e']","['a', 'n', 'r', 'l', 't', 'd', 'u']",11,3,True
hided,"['_', 'i', 'd', 'e', 'd']","['s', 'a', 'o', 'r', 'l', 'n', 't', 'y', 'c', 'u']",4,0,False
growers,"['_', 'r', 'o', '_', 'e', 'r', 's']","['i', 'a', 'u', 't', 'd', 'l', 'n', 'p', 'c', 'b']",5,0,False
jersey,"['_', 'e', 'r', 's', 'e', '_']","['i', 'a', 'o', 'u', 't', 'd', 'l', 'h', 'p', 'n']",4,0,False
enchanter,"['e', 'n', 'c', '_', 'a', 'n', 't', 'e', 'r']","['s', 'i', 'o', 'l', 'd', 'u', 'm', 'p', 'g', 'k']",8,0,False
gin,"['_', 'i', 'n']","['e', 'a', 'o', 'u', 's', 'p', 't', 'r', 'd', 'b']",2,0,False
deli,"['d', 'e', 'l', 'i']","['s', 'a', 'o', 'u', 't']",4,5,True
consent,"['c', 'o', 'n', 's', 'e', 'n', 't']","['i', 'a', 'r', 'l', 'd', 'u']",7,4,True
falsettos,"['f', 'a', 'l', 's', 'e', 't', 't', 'o', 's']","['i', 'r', 'n', 'c', 'd', 'u', 'p', 'b', 'h']",9,1,True
obliging,"['o', 'b', 'l', 'i', 'g', 'i', 'n', 'g']","['e', 'a', 's', 'u', 'r', 't', 'c', 'd']",8,2,True
disjointed,"['d', 'i', 's', '_', 'o', 'i', 'n', 't', 'e', 'd']","['a', 'r', 'l', 'c', 'u', 'g', 'm', 'p', 'h', 'f']",9,0,False
petard,"['p', 'e', 't', 'a', 'r', 'd']","['s', 'i', 'o', 'l', 'n', 'u']",6,4,True
reservations,"['r', 'e', 's', 'e', 'r', 'v', 'a', 't', 'i', 'o', 'n', 's']","['l', 'c', 'p', 'd', 'g', 'm', 'u']",12,3,True
muscat,"['m', 'u', 's', 'c', 'a', 't']","['e', 'i', 'o', 'r', 'l', 'n', 'h']",6,3,True
moldiness,"['m', 'o', 'l', 'd', 'i', 'n', 'e', 's', 's']","['a', 'r', 't', 'u', 'g', 'c']",9,4,True
binnacle,"['b', 'i', 'n', 'n', 'a', 'c', 'l', 'e']","['s', 'r', 't', 'd', 'g', 'o']",8,4,True
rosily,"['r', 'o', 's', 'i', 'l', 'y']","['e', 'a', 'n', 't', 'u', 'c']",6,4,True
recommendations,"['r', 'e', 'c', 'o', 'm', 'm', 'e', 'n', 'd', 'a', 't', 'i', 'o', 'n', 's']","['l', 'p', 'u', 'g', 'f']",15,5,True
guesstimate,"['g', 'u', 'e', 's', 's', 't', 'i', 'm', 'a', 't', 'e']","['r', 'n', 'l', 'o', 'c', 'h', 'p']",11,3,True
chevron,"['c', '_', 'e', '_', 'r', 'o', 'n']","['s', 'i', 'a', 'd', 't', 'l', 'u', 'p', 'y', 'f']",5,0,False
communicable,"['c', 'o', 'm', 'm', 'u', 'n', 'i', 'c', 'a', 'b', 'l', 'e']","['s', 't', 'r', 'g', 'd', 'y']",12,4,True
nobody,"['n', 'o', 'b', 'o', '_', '_']","['e', 's', 'i', 'a', 'u', 'r', 'l', 'c', 't', 'p']",4,0,False
carbons,"['c', 'a', 'r', 'b', 'o', 'n', 's']","['e', 'i', 'u', 't', 'l', 'd', 'm', 'h']",7,2,True
holstering,"['h', 'o', 'l', 's', 't', 'e', 'r', 'i', 'n', 'g']","['a', 'c', 'u', 'd', 'p', 'm']",10,4,True
dams,"['_', 'a', '_', 's']","['e', 'o', 'i', 'u', 'r', 'l', 't', 'n', 'p', 'h']",2,0,False
privation,"['p', 'r', 'i', '_', 'a', 't', 'i', 'o', 'n']","['e', 's', 'l', 'g', 'c', 'm', 'd', 'u', 'w', 'b']",8,0,False
leukaemia,"['l', 'e', '_', 'k', 'a', 'e', 'm', 'i', 'a']","['s', 'n', 'r', 't', 'd', 'c', 'b', 'y', 'g', 'o']",8,0,False
penance,"['p', 'e', 'n', 'a', 'n', 'c', 'e']","['s', 'i', 'r', 'd', 'l', 't', 'o']",7,3,True
amity,"['a', 'm', 'i', 't', 'y']","['e', 's', 'o', 'l', 'n', 'r', 'c']",5,3,True
disloyal,"['d', 'i', 's', 'l', 'o', 'y', 'a', 'l']","['e', 'n', 't', 'r', 'c', 'p', 'h', 'u']",8,2,True
disclosing,"['d', 'i', 's', 'c', 'l', 'o', 's', 'i', 'n', 'g']","['e', 'a', 't', 'u', 'r', 'p']",10,4,True
gild,"['_', 'i', 'l', '_']","['e', 's', 'o', 'a', 'u', 't', 'n', 'r', 'k', 'p']",2,0,False
reran,"['r', 'e', 'r', 'a', 'n']","['s', 'o', 'i', 'l', 'd', 't', 'y', 'c']",5,2,True
teleconferenced,"['t', 'e', 'l', 'e', 'c', 'o', 'n', 'f', 'e', 'r', 'e', 'n', 'c', 'e', 'd']","['s', 'i', 'a']",15,7,True
boundaries,"['b', 'o', 'u', 'n', 'd', 'a', 'r', 'i', 'e', 's']","['t', 'l', 'c', 'g', 'p', 'm']",10,4,True
depredations,"['d', 'e', 'p', 'r', 'e', 'd', 'a', 't', 'i', 'o', 'n', 's']","['l', 'c', 'g']",12,7,True
veld,"['_', 'e', 'l', 'd']","['s', 'a', 'o', 'i', 'u', 't', 'r', 'n', 'p', 'w']",3,0,False
unsubscribe,"['u', 'n', 's', 'u', 'b', 's', 'c', 'r', 'i', 'b', 'e']","['a', 'o', 't', 'l', 'd', 'g', 'p']",11,3,True
nervier,"['n', 'e', 'r', '_', 'i', 'e', 'r']","['s', 'a', 'o', 'd', 'g', 't', 'l', 'u', 'p', 'c']",6,0,False
horsewhip,"['h', 'o', 'r', 's', 'e', '_', 'h', 'i', 'p']","['a', 'n', 't', 'l', 'd', 'c', 'm', 'u', 'v', 'f']",8,0,False
reacting,"['r', 'e', 'a', 'c', 't', 'i', 'n', 'g']","['s', 'l', 'd', 'o']",8,6,True
grumpier,"['_', 'r', 'u', 'm', 'p', 'i', 'e', 'r']","['s', 'n', 'a', 'o', 'd', 'l', 't', 'c', 'b', 'f']",7,0,False
encouragement,"['e', 'n', 'c', 'o', 'u', 'r', 'a', 'g', 'e', 'm', 'e', 'n', 't']","['s', 'i', 'l', 'd', 'p']",13,5,True
alinement,"['a', 'l', 'i', 'n', 'e', 'm', 'e', 'n', 't']","['s', 'r', 'd', 'o', 'g', 'c', 'u']",9,3,True
maharanees,"['m', 'a', 'h', 'a', 'r', 'a', 'n', 'e', 'e', 's']","['i', 'o', 't', 'l', 'd', 'c', 'p', 'u', 'g']",10,1,True
abides,"['a', 'b', 'i', 'd', 'e', 's']","['r', 'l', 'n', 't', 'o', 'c', 'm', 'p', 'g']",6,1,True
inviolable,"['i', 'n', 'v', 'i', 'o', 'l', 'a', 'b', 'l', 'e']","['s', 't', 'r', 'c', 'd', 'g', 'm', 'u', 'f']",10,1,True
swerves,"['s', '_', 'e', 'r', '_', 'e', 's']","['i', 'a', 'o', 'u', 't', 'd', 'l', 'n', 'p', 'c']",5,0,False
busbies,"['_', 'u', 's', '_', 'i', 'e', 's']","['a', 'r', 'n', 'l', 't', 'd', 'o', 'h', 'm', 'p']",5,0,False
